Gender,Major,Minor,Ethnic,Orientation,MotherEdu,FatherEdu,Year,International,Country,Transfer,EFL,FirstGen,STEM,GPA,HighGPA,SameEthnic,OtherEthnic,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.8,Q3.9,Q3.10,Q3.11,Q3.12,Q3.13,Q3.14,Q3.15,Q3.16,Q3.17,Q3.18,Q3.19,Q3.20,Q3.21,Q3.22,Q3.23,Q3.24,HelpFactor,InhibitFactor,FamilyValue,Academic,SES,Belonging,Stress,Exclusion
Male,Math,Statistics,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Freshman,No,,No,No,No,Yes,NA,4.73,1,0,Always,Sometimes,Always,Always,Rarely,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Not Sure,Not Sure,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,,High Value,71.9,41.7,72.2,56.3,25
Female,Statistics,NA,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,Yes,China,Yes,No,No,Yes,3.5,3.2,10,3,Sometimes,Rarely,Always,Sometimes,Rarely,Agree,Strongly Agree,Not Sure,Not Sure,Strongly Disagree,Agree,Disagree,Not Sure,Not Sure,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Not Sure,Not Sure,Not Sure,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Resources that UCLA provide for us,not found yet?,Average Value,65.6,41.7,66.7,37.5,41.7
Male,Applied Math; Statistics,,Asian,Heterosexual,Four-year College,Four-year College,Senior,Yes,China,No,No,No,Yes,3.93,NA,1000,500,Rarely,Rarely,Always,Often,Sometimes,Not Sure,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Not Sure,Agree,Disagree,Not Sure,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,"1. I talk to my parents about my stress. They don't really understand what caused my stress but they still helped a lot
2. I have found good friends who have similar career interests as mine so we always help each other
3. I joined a number of student clubs on campus",1. cultural differences,Average Value,59.4,25,69.4,43.8,33.3
Female,Cognitive Science and Dance ,,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,No,,No,Yes,No,Yes,3.9,4.2,20,10,Rarely,Sometimes,Always,Often,Never,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Not Sure,Agree,Agree,Disagree,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,#NAME?,#NAME?,Average Value,65.6,33.3,58.3,68.8,41.7
Male,Statistics,,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,Yes,India ,No,No,No,Yes,3.7,4,25,60,Sometimes,Sometimes,Often,Rarely,Never,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Not Sure,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"1. Having a strong diverse community of ambitious and empathetic people in my network has probably been the strongest guiding force in helping me grow as an individual, team member and a leader in college. I am grateful for student organisations (I am involved with an entrepreneurship fraternity Sigma Eta Pi, a VC focused club in BV) for giving me a structured curriculum and social systems to help me develop diverse set of skills. I also lucked with amazing random roommates and floormates my freshman year, and have been lucky to be around people who genuinely care about communal good. 
2. Loving parents - I have changed my major three times now and my parents have been incredibly generous and supportive through all my indepentdent decision making. They have also given me free reign in picking out a somewhat novel career path (no one in my extended family has done investment banking) and given me the freedom to pursue internship opportunities that some parents might 
3. Abundance of resources and opportunities : being in a city like LA and a campus like UCLA has blessed with an abundance of resources (academically, socially and extracurricularly) to make myself a better human. I am grateful for all the mentor ship opportunities I have received, free professional development events, access to diverse communities, fantastic professors and fellow peers. 
4. General Education","1. Exclusivity : The exclusive nature of certain campus groups can sometimes be an impediment in the way of more equitable extension of opportunities. 
2. Poor lecturing : I have strongly disliked over 4 classes at UCLA (with most of them being in the Stats department). Instructors that fail to communicate the core concepts make the class experience an absolutely dreadful one. It is really hard to sit through theoretical classes with professors that lack essential communication skills, and as much as I respect and value the role of a professor, it nevertheless makes it a frsutrating experience. 
3. Large Size of UCLA makes it hard to experience a lot of things",Average Value,75,33.3,75,37.5,41.7
Male,Business Econ,Statistics,Latino/Hispanic,Heterosexual,Four-year College,Four-year College,Junior,No,,Yes,Yes,No,No,NA,4,7,15,Often,Never,Always,Rarely,Sometimes,Agree,Strongly Agree,Disagree,Disagree,Disagree,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,High school classes and the courses I took at community college. My mental state of preparedness and dedication. The strong support from my friends and family to do well in life and achieve my goals. ,Self-doubt and disbelief in my true capabilities as an individual. ,Average Value,71.9,33.3,75,25,25
Male,Physiological Science,None,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Junior,No,,No,Yes,No,Yes,4,3.96,20,5,Rarely,Rarely,Always,Rarely,Rarely,Not Sure,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Not Sure,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Not Sure,Friends to turn to for advice/help,N/A,Average Value,75,25,72.2,25,25
Male,Biology,None,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,No,,No,Yes,No,Yes,3.97,4.79,20,5,Often,Never,Always,Often,Rarely,Not Sure,Agree,Not Sure,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Not Sure,Agree,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Agree,Disagree,Agree,Not Sure,I go to every class and always have a schedule of when assignments are due and when I need to study. I work harder than everybody else.,I think Westwood is a horrible place to live. It does not give me a relaxing and laid back environment that is easy to be happy. ,Low Value,53.1,16.7,52.8,43.8,50
Male,Math-Econ,None,Asian,Heterosexual,Four-year College,Four-year College,Senior,Yes,China,No,No,No,Yes,3.6,3.7,200,10,Sometimes,Rarely,Always,Always,Often,Agree,Agree,Agree,Disagree,Disagree,Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Interior: should be confidence, work-hard, treat other people with sincere
Exterior: making friends and talking with professor.",Language and cultural diversity. I am not often talk with native speaker students,Low Value,56.3,25,61.1,50,41.7
Male,Business economics and statistics,N/A,Asian,Heterosexual,Four-year College,Four-year College,Sophomore,No,,No,Yes,No,No,3.9,NA,100,50,Rarely,Rarely,Always,Rarely,Rarely,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Friendship ,Workload,Low Value,56.3,75,41.7,62.5,75
Male,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA
Female,Human Biology and Society B.S. ,,Latino/Hispanic,Bisexual,High school or less,Four-year College,Junior,No,,No,Yes,No,Yes,3.7,4,50,20,Often,Rarely,Always,Rarely,Rarely,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Disagree,Not Sure,Agree,Agree,Agree,Not Sure,Not Sure,Meeting friends in classes helped me since we were able to collaborate on assignments. Having a friend at home also helped to vent my problems to. ,"My stress and anxiety to get good grades in such a competitive environment that foster competitive attitude instead of collaboration. If you aren't the best, there are limited opportunities beyond university. ",Average Value,40.6,83.3,63.9,62.5,33.3
Female,Pre-Human Biology & Society ,,Biracial,Heterosexual,High school or less,Two-year College,Sophomore,No,,No,Yes,Yes,Yes,3.35,4.35,15,10,Sometimes,Rarely,Always,Rarely,Sometimes,Strongly Agree,Not Sure,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Not Sure,Not Sure,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Not Sure,Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Agree,Agree,"Utilizing resources that are on campus for me, such as CAPS, AAP, ASP (Academic Success Program, which is a retention program for students of Black descent). Making friends who come from similar backgrounds as me and are STEM majors.","I really do feel intimidated to join cretain clubs and organizations because I am afraid to be the only person of color in that space, which is why I have limited myself to organizations made for Black students.",High Value,53.1,100,58.3,25,75
Male,Stats,NA,Asian,Heterosexual,Graduate or Professional Degree,Four-year College,Senior,No,NA,No,Yes,No,Yes,3.3,4.3,5,100,Sometimes,Sometimes,Always,Sometimes,Rarely,Not Sure,Disagree,Disagree,Not Sure,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Not Sure,Not Sure,Agree,Not Sure,Strongly Agree,Strongly Disagree,Not Sure,Not Sure,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Working with sports and athletes allowed me to connect with a diverse group of individuals. ,Math classes are hard ,Low Value,68.8,16.7,69.4,37.5,33.3
Female,Statistics and Korean,Cognitive Science,Asian,Heterosexual,High school or less,High school or less,Junior,No,,No,No,Yes,Yes,3.53,4,100,100,Often,Often,Always,Sometimes,Rarely,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Not Sure,Not Sure,Agree,Not Sure,Agree,Not Sure,Agree,Agree,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Not Sure,"There are a lot of resources on campus that I can seek help from, ex: undergraduate writing center, caps",All the people here at UCLA are very smart so it is kind of intimidating to ask others for help in the fear that people might think I am stupid.,Average Value,59.4,75,44.4,62.5,66.7
Female,Pre-Human Biology & Society,,Biracial-Black and Hispanic,Heterosexual,High school or less,Two-year College,Sophomore,No,,No,Yes,Yes,Yes,3.35,4.35,15,10,Sometimes,Rarely,Always,Rarely,Sometimes,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Not Sure,Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Not Sure,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,"Utilizing resources, such as CAPS, AAP, and ASP, which is a retention program for Black students. Also, finding friends with similar backgrounds as me and who are also STEM majors",I feel like I am afraid to join certain clubs and organizations on campus because I do not want to be the only person of color in the org/club.,High Value,53.1,100,63.9,31.3,75
Female,Environmental Science,Environmental Health,Calcasian,Heterosexual,Graduate or Professional Degree,Four-year College,Junior,No,,No,Yes,No,Yes,3.45,4.42,25,10,Often,Rarely,Often,Always,Rarely,Agree,Agree,Disagree,Not Sure,Agree,Not Sure,Disagree,Disagree,Disagree,Not Sure,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,finding the rock climbing team was very a great way fro me to make friends and feel comfortable at UCLA,Teachers that do not care about lecture or do not speak english well are very hard to get along with and understand ,Average Value,71.9,58.3,69.4,43.8,25
Female,undeclared life science,,Asian,Heterosexual,High school or less,High school or less,Sophomore,No,,No,Yes,Yes,Yes,4,4,5,3,Sometimes,Never,Always,Rarely,Sometimes,Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Not Sure,Disagree,Agree,Agree,Agree,Disagree,"-Asking for friend's help
-TA office hours
-taking breaks
",#NAME?,Average Value,46.9,41.7,44.4,56.3,75
Female,Statistics ,,Asian,Bisexual,Two-year College,Two-year College,Senior,No,,Yes,No,Yes,Yes,NA,NA,6,6,Often,Sometimes,Always,Often,Rarely,Not Sure,Agree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Self-taught ability,The faculty from both Murphy Hall and major department are rude and not helpful enough sometimes. There was a time the department manager yelled at me and his colleague who is a woman tried to help me. I am very concerned about that female faculty under such depression and stress at work. ,Average Value,46.9,41.7,47.2,56.3,83.3
Female,Biology,,Latino/Hispanic,Heterosexual,High school or less,High school or less,Senior,No,,No,Yes,Yes,Yes,3,4,8,3,Often,Rarely,Always,Sometimes,Rarely,Not Sure,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,I have succeeded at UCLA because of people that I meet that are like me. I also always find the motivation and determination to not give up because I have a family that supports me emotionally. ,"I am from a family that has never had anyone go on to higher education and struggles financially. I feel like I have a great support system, but I do not have anyone close that can identify with the issues I face every day from coming to a university like UCLA. I often feel excluded because I am a female Latina in a STEM major, which always make me feel like I do not belong. In addition to this, my family cannot support my education or living expenses because they have their own expenses. I commute on a daily basis from a pretty far city and this makes me feel more excluded because I do not have as much access to the campus and community as much as other students. I also fund my own education by working a valet job to cover what I need for school and other expenses. I am always tired from work and my commute, but I still have to find the time and energy to study and complete assignments. ",Low Value,25,91.7,41.7,56.3,100
Female,Psychobiology,,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,No,,No,Yes,No,Yes,3.37,3.98,15,10,Sometimes,Rarely,Always,Rarely,Often,Not Sure,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Not Sure,Strongly Agree,Agree,Agree,Strongly Agree,Not Sure,Disagree,Agree,"I think office hours and practice problems have helped me succeed academically, but I feel I struggle socially and emotionally.","The course load makes it a struggle to succeed emotionally because of the stress, as well as factors like over-enrollment and difficulty with tests. People also seem to be more closed off because they focus on academics which can make it hard to succeed socially. ",Average Value,50,58.3,38.9,68.8,75
